crn,department,course_number,course_title,level,semester_id
39153,CS,CS 584,Embedded System Verification,5,2
20505,CS,CS 591,Advanced Seminar,5,2
64480,CS,CS 598,Special Topics,5,2
26039,CS,CS 599,Thesis Research,5,2
94685,CS,CS 225,Data Structures,2,1
43227,CS,CS 233,Computer Architecture,2,1
14066,CS,CS 241,System Programming,4,1
61979,CS,CS 242,Programming Studio,4,1
88136,CS,CS 296,Honors Course,4,1
54529,CS,CS 357,Numerical Methods I,3,1
60860,CS,CS 361,Probability & Statistics for Computer Science,3,1
62950,CS,CS 374,Introduction to Algorithms & Models of Computation,4,1
29375,CS,CS 397,Individual Study,4,1
64396,CS,CS 410,Text Information Systems,4,1
62662,CS,CS 411,Database Systems,4,1
99923,CS,CS 412,Introduction to Data Mining,4,1
73505,CS,CS 413,Intro to Combinatorics,4,1
28043,CS,CS 418,Interactive Computer Graphics,4,1
88439,CS,CS 420,Parallel Progrmg: Sci & Engrg,4,1
50785,CS,CS 421,Programming Languages & Compilers,4,1
32042,CS,CS 424,Real-Time Systems,4,1
71931,CS,CS 425,Distributed Systems,4,1
18541,CS,CS 426,Compiler Construction,4,1
25455,CS,CS 427,Software Engineering I,4,1
50872,CS,CS 433,Computer System Organization,4,1
35840,CS,CS 438,Communication Networks,4,1
56881,CS,CS 440,Artificial Intelligence,3,1
81336,CS,CS 445,Computational Photography,4,1
73016,CS,CS 446,Machine Learning,4,1
96181,CS,CS 447,Natural Language Processing,4,1
66722,CS,CS 450,Numerical Analysis,4,1
38145,CS,CS 461,Computer Security I,4,1
77642,CS,CS 465,User Interface Design,3,1
51724,CS,CS 466,Introduction to Bioinformatics,3,1
61370,CS,CS 473,Algorithms,5,1
50860,CS,CS 481,Advanced Topics in Stochastic Processes & Applications,5,1
36812,CS,CS 483,Applied Parallel Programming,4,1
46018,CS,CS 484,Parallel Programming,4,1
77403,CS,CS 491,Seminar,4,1
78537,CS,CS 493,"Senior Project II, ACP",4,1
12446,CS,CS 494,Senior Project II,4,1
83530,CS,CS 497,CS Team Project,4,1
58219,CS,CS 498,Special Topics,4,1
98303,CS,CS 499,Senior Thesis,5,1
14569,CS,CS 510,Advanced Information Retrieval,5,1
78398,CS,CS 513,Theory & Practice of Data Cleaning,5,1
87106,CS,CS 523,Advanced Operating Systems,5,1
81374,CS,CS 536,Fault-Tolerant Dig Syst Design,5,1
80582,CS,CS 547,Deep Learning,5,1
78119,CS,CS 554,Parallel Numerical Algorithms,5,1
13939,CS,CS 563,Advanced Computer Security,5,1
99332,CS,CS 571,Combinatorial Mathematics,5,1
66248,CS,CS 576,Topics in Automated Deduction,5,1
26010,CS,CS 581,Algorithmic Genomic Biology,5,1
19469,CS,CS 584,Embedded System Verification,5,1
17558,CS,CS 591,Advanced Seminar,5,1
53216,CS,CS 598,Special Topics,5,1
48938,CS,CS 599,Thesis Research,5,1
50223,ECE,ECE 304,Photonic Devices,3,38
45298,ECE,ECE 365,Data Science and Engineering,3,38
23358,ECE,ECE 374,Introduction to Algorithms & Models of Computation,4,38
45654,ECE,ECE 380,Biomedical Imaging,4,38
24324,ECE,ECE 402,Electronic Music Synthesis,4,38
10847,ECE,ECE 408,Applied Parallel Programming,4,38
67370,ECE,ECE 411,Computer Organization & Design,4,38
57730,ECE,ECE 414,Biomedical Instrumentation,4,38
44589,ECE,ECE 417,Multimedia Signal Processing,4,38
28009,ECE,ECE 420,Embedded DSP Laboratory,4,38
23654,ECE,ECE 422,Computer Security I,4,38
95462,ECE,ECE 428,Distributed Systems,4,38
86491,ECE,ECE 437,Sensors and Instrumentation,4,38
77089,ECE,ECE 438,Communication Networks,4,38
84366,ECE,ECE 444,IC Device Theory & Fabrication,4,38
87186,ECE,ECE 445,Senior Design Project Lab,4,38
81231,ECE,ECE 446,Principles of Experimental Research in EE,4,38
95446,ECE,ECE 447,Active Microwave Ckt Design,4,38
67170,ECE,ECE 448,Artificial Intelligence,4,38
70148,ECE,ECE 452,Electromagnetic Fields,4,38
95947,ECE,ECE 453,Wireless Communication Systems,4,38
43295,ECE,ECE 459,Communications Systems,4,38
59111,ECE,ECE 463,Digital Communications Lab,4,38
83013,ECE,ECE 464,Power Electronics,4,38
35521,ECE,ECE 465,Optical Communications Systems,4,38
82015,ECE,ECE 469,Power Electronics Laboratory,4,38
84838,ECE,ECE 470,Introduction to Robotics,3,38
39709,ECE,ECE 473,Fund of Engrg Acoustics,4,38
54341,ECE,ECE 476,Power System Analysis,4,38
20927,ECE,ECE 482,Digital IC Design,4,38
37823,ECE,ECE 486,Control Systems,4,38
98419,ECE,ECE 487,Intro Quantum Electr for EEs,3,38
22698,ECE,ECE 488,Compound Semicond & Devices,4,38
25444,ECE,ECE 491,Numerical Analysis,4,38
18085,ECE,ECE 492,Parallel Progrmg: Sci & Engrg,4,38
89050,ECE,ECE 493,Advanced Engineering Math,5,38
29363,ECE,ECE 496,Senior Research Project,5,38
42530,ECE,ECE 515,Control System Theory & Design,5,38
27746,ECE,ECE 517,Nonlinear & Adaptive Control,5,38
87230,ECE,ECE 518,Adv Semiconductor Nanotech,5,38
35185,ECE,ECE 524,Advanced Computer Security,5,38
77886,ECE,ECE 530,Large-Scale System Analysis,5,38
96474,ECE,ECE 534,Random Processes,5,38
33736,ECE,ECE 535,Theory of Semicond & Devices,5,38
82898,ECE,ECE 540,Computational Electromagnetics,5,38
33263,ECE,ECE 542,Fault-Tolerant Dig Syst Design,5,38
65014,ECE,ECE 544,Topics in Signal Processing,5,38
62067,ECE,ECE 551,Digital Signal Processing II,5,38
34121,ECE,ECE 562,Advanced Digital Communication,5,38
50774,ECE,ECE 563,Information Theory,5,38
37761,ECE,ECE 564,Modern Light Microscopy,5,38
99581,ECE,ECE 566,Computational Inference and Learning,5,38
14828,ECE,ECE 574,Nanophotonics,5,38
27471,ECE,ECE 584,Embedded System Verification,5,38
39802,ECE,ECE 304,Photonic Devices,3,37
86484,ECE,ECE 365,Data Science and Engineering,3,37
64259,ECE,ECE 374,Introduction to Algorithms & Models of Computation,4,37
27936,ECE,ECE 380,Biomedical Imaging,4,37
62330,ECE,ECE 402,Electronic Music Synthesis,4,37
27605,ECE,ECE 408,Applied Parallel Programming,4,37
61074,ECE,ECE 411,Computer Organization & Design,4,37
99306,ECE,ECE 414,Biomedical Instrumentation,4,37
61020,ECE,ECE 417,Multimedia Signal Processing,4,37
78034,ECE,ECE 420,Embedded DSP Laboratory,4,37
32135,ECE,ECE 422,Computer Security I,4,37
85594,ECE,ECE 428,Distributed Systems,4,37
73331,ECE,ECE 437,Sensors and Instrumentation,4,37
22101,ECE,ECE 438,Communication Networks,4,37
19595,ECE,ECE 444,IC Device Theory & Fabrication,4,37
23022,ECE,ECE 445,Senior Design Project Lab,4,37
15617,ECE,ECE 446,Principles of Experimental Research in EE,4,37
45884,ECE,ECE 447,Active Microwave Ckt Design,4,37
73767,ECE,ECE 448,Artificial Intelligence,4,37
14679,ECE,ECE 452,Electromagnetic Fields,4,37
97273,ECE,ECE 453,Wireless Communication Systems,4,37
45191,ECE,ECE 459,Communications Systems,4,37
96721,ECE,ECE 463,Digital Communications Lab,4,37
54719,ECE,ECE 464,Power Electronics,4,37
90677,ECE,ECE 465,Optical Communications Systems,4,37
66613,ECE,ECE 469,Power Electronics Laboratory,4,37
88720,ECE,ECE 470,Introduction to Robotics,3,37
25001,ECE,ECE 473,Fund of Engrg Acoustics,4,37
73278,ECE,ECE 476,Power System Analysis,4,37
44345,ECE,ECE 482,Digital IC Design,4,37
39046,ECE,ECE 486,Control Systems,4,37
54186,ECE,ECE 487,Intro Quantum Electr for EEs,3,37
36925,ECE,ECE 488,Compound Semicond & Devices,4,37
74467,ECE,ECE 491,Numerical Analysis,4,37
87849,ECE,ECE 492,Parallel Progrmg: Sci & Engrg,4,37
71704,ECE,ECE 493,Advanced Engineering Math,5,37
89251,ECE,ECE 496,Senior Research Project,5,37
69952,ECE,ECE 515,Control System Theory & Design,5,37
81323,ECE,ECE 517,Nonlinear & Adaptive Control,5,37
94286,ECE,ECE 518,Adv Semiconductor Nanotech,5,37
53178,ECE,ECE 524,Advanced Computer Security,5,37
77654,ECE,ECE 530,Large-Scale System Analysis,5,37
66191,ECE,ECE 534,Random Processes,5,37
33240,ECE,ECE 535,Theory of Semicond & Devices,5,37
53419,ECE,ECE 540,Computational Electromagnetics,5,37
11232,ECE,ECE 542,Fault-Tolerant Dig Syst Design,5,37
50121,ECE,ECE 544,Topics in Signal Processing,5,37
37474,ECE,ECE 551,Digital Signal Processing II,5,37
63422,ECE,ECE 562,Advanced Digital Communication,5,37
15491,ECE,ECE 563,Information Theory,5,37
87682,ECE,ECE 564,Modern Light Microscopy,5,37
26724,ECE,ECE 566,Computational Inference and Learning,5,37
13818,ECE,ECE 574,Nanophotonics,5,37
98393,ECE,ECE 584,Embedded System Verification,5,37
18287,ECE,ECE 304,Photonic Devices,3,34
62909,ECE,ECE 365,Data Science and Engineering,3,34
33950,ECE,ECE 374,Introduction to Algorithms & Models of Computation,4,34
85281,ECE,ECE 380,Biomedical Imaging,4,34
70137,ECE,ECE 402,Electronic Music Synthesis,4,34
51662,ECE,ECE 408,Applied Parallel Programming,4,34
59551,ECE,ECE 411,Computer Organization & Design,4,34
94645,ECE,ECE 414,Biomedical Instrumentation,4,34
28815,ECE,ECE 417,Multimedia Signal Processing,4,34
90612,ECE,ECE 420,Embedded DSP Laboratory,4,34
43228,ECE,ECE 422,Computer Security I,4,34
27205,ECE,ECE 428,Distributed Systems,4,34
22223,ECE,ECE 437,Sensors and Instrumentation,4,34
32217,ECE,ECE 438,Communication Networks,4,34
38174,ECE,ECE 444,IC Device Theory & Fabrication,4,34
44011,ECE,ECE 445,Senior Design Project Lab,4,34
84572,ECE,ECE 446,Principles of Experimental Research in EE,4,34
10580,ECE,ECE 447,Active Microwave Ckt Design,4,34
54912,ECE,ECE 448,Artificial Intelligence,4,34
15363,ECE,ECE 452,Electromagnetic Fields,4,34
20844,ECE,ECE 453,Wireless Communication Systems,4,34
80683,ECE,ECE 459,Communications Systems,4,34
77161,ECE,ECE 463,Digital Communications Lab,4,34
27631,ECE,ECE 464,Power Electronics,4,34
49792,ECE,ECE 465,Optical Communications Systems,4,34
65034,ECE,ECE 469,Power Electronics Laboratory,4,34
59995,ECE,ECE 470,Introduction to Robotics,3,34
59862,ECE,ECE 473,Fund of Engrg Acoustics,4,34
88032,ECE,ECE 476,Power System Analysis,4,34
24130,ECE,ECE 482,Digital IC Design,4,34
88790,ECE,ECE 486,Control Systems,4,34
53276,ECE,ECE 487,Intro Quantum Electr for EEs,3,34
51586,ECE,ECE 488,Compound Semicond & Devices,4,34
74693,ECE,ECE 491,Numerical Analysis,4,34
13572,ECE,ECE 492,Parallel Progrmg: Sci & Engrg,4,34
24964,ECE,ECE 493,Advanced Engineering Math,5,34
40263,ECE,ECE 496,Senior Research Project,5,34
28408,ECE,ECE 515,Control System Theory & Design,5,34
91375,ECE,ECE 517,Nonlinear & Adaptive Control,5,34
67612,ECE,ECE 518,Adv Semiconductor Nanotech,5,34
88436,ECE,ECE 524,Advanced Computer Security,5,34
84436,ECE,ECE 530,Large-Scale System Analysis,5,34
17464,ECE,ECE 534,Random Processes,5,34
17750,ECE,ECE 535,Theory of Semicond & Devices,5,34
63275,ECE,ECE 540,Computational Electromagnetics,5,34
84440,ECE,ECE 542,Fault-Tolerant Dig Syst Design,5,34
35048,ECE,ECE 544,Topics in Signal Processing,5,34
31711,ECE,ECE 551,Digital Signal Processing II,5,34
31467,ECE,ECE 562,Advanced Digital Communication,5,34
88103,ECE,ECE 563,Information Theory,5,34
38929,ECE,ECE 564,Modern Light Microscopy,5,34
60661,ECE,ECE 566,Computational Inference and Learning,5,34
37586,ECE,ECE 574,Nanophotonics,5,34
61152,ECE,ECE 584,Embedded System Verification,5,34
69996,ECE,ECE 304,Photonic Devices,3,34
14114,ECE,ECE 365,Data Science and Engineering,3,34
72391,ECE,ECE 374,Introduction to Algorithms & Models of Computation,4,34
54076,ECE,ECE 380,Biomedical Imaging,4,34
34599,ECE,ECE 402,Electronic Music Synthesis,4,34
88211,ECE,ECE 408,Applied Parallel Programming,4,34
59673,ECE,ECE 411,Computer Organization & Design,4,34
32857,ECE,ECE 414,Biomedical Instrumentation,4,34
78622,ECE,ECE 417,Multimedia Signal Processing,4,34
71168,ECE,ECE 420,Embedded DSP Laboratory,4,34
13886,ECE,ECE 422,Computer Security I,4,34
24532,ECE,ECE 428,Distributed Systems,4,34
99085,ECE,ECE 437,Sensors and Instrumentation,4,34
50349,ECE,ECE 438,Communication Networks,4,34
14171,ECE,ECE 444,IC Device Theory & Fabrication,4,34
94607,ECE,ECE 445,Senior Design Project Lab,4,34
93134,ECE,ECE 446,Principles of Experimental Research in EE,4,34
35100,ECE,ECE 447,Active Microwave Ckt Design,4,34
79636,ECE,ECE 448,Artificial Intelligence,4,34
80500,ECE,ECE 452,Electromagnetic Fields,4,34
64673,ECE,ECE 453,Wireless Communication Systems,4,34
68478,ECE,ECE 459,Communications Systems,4,34
69002,ECE,ECE 463,Digital Communications Lab,4,34
90105,ECE,ECE 464,Power Electronics,4,34
14007,ECE,ECE 465,Optical Communications Systems,4,34
24694,ECE,ECE 469,Power Electronics Laboratory,4,34
86040,ECE,ECE 470,Introduction to Robotics,3,34
15007,ECE,ECE 473,Fund of Engrg Acoustics,4,34
43733,ECE,ECE 476,Power System Analysis,4,34
87634,ECE,ECE 482,Digital IC Design,4,34
60133,ECE,ECE 486,Control Systems,4,34
78582,ECE,ECE 487,Intro Quantum Electr for EEs,3,34
14271,ECE,ECE 488,Compound Semicond & Devices,4,34
94745,ECE,ECE 491,Numerical Analysis,4,34
19052,ECE,ECE 492,Parallel Progrmg: Sci & Engrg,4,34
31293,ECE,ECE 493,Advanced Engineering Math,5,34
46545,ECE,ECE 496,Senior Research Project,5,34
83184,ECE,ECE 515,Control System Theory & Design,5,34
44834,ECE,ECE 517,Nonlinear & Adaptive Control,5,34
84273,ECE,ECE 518,Adv Semiconductor Nanotech,5,34
30048,ECE,ECE 524,Advanced Computer Security,5,34
55936,ECE,ECE 530,Large-Scale System Analysis,5,34
52840,ECE,ECE 534,Random Processes,5,34
75967,ECE,ECE 535,Theory of Semicond & Devices,5,34
36186,ECE,ECE 540,Computational Electromagnetics,5,34
61406,ECE,ECE 542,Fault-Tolerant Dig Syst Design,5,34
27725,ECE,ECE 544,Topics in Signal Processing,5,34
70776,ECE,ECE 551,Digital Signal Processing II,5,34
81810,ECE,ECE 562,Advanced Digital Communication,5,34
42209,ECE,ECE 563,Information Theory,5,34
59255,ECE,ECE 564,Modern Light Microscopy,5,34
36068,ECE,ECE 566,Computational Inference and Learning,5,34
39157,ECE,ECE 574,Nanophotonics,5,34
32027,ECE,ECE 584,Embedded System Verification,5,34
56942,ECE,ECE 304,Photonic Devices,3,33
23455,ECE,ECE 365,Data Science and Engineering,3,33
99337,ECE,ECE 374,Introduction to Algorithms & Models of Computation,4,33
80114,ECE,ECE 380,Biomedical Imaging,4,33
94163,ECE,ECE 402,Electronic Music Synthesis,4,33
37059,ECE,ECE 408,Applied Parallel Programming,4,33
24617,ECE,ECE 411,Computer Organization & Design,4,33
73718,ECE,ECE 414,Biomedical Instrumentation,4,33
55564,ECE,ECE 417,Multimedia Signal Processing,4,33
73259,ECE,ECE 420,Embedded DSP Laboratory,4,33
43723,ECE,ECE 422,Computer Security I,4,33
94737,ECE,ECE 428,Distributed Systems,4,33
40492,ECE,ECE 437,Sensors and Instrumentation,4,33
44251,ECE,ECE 438,Communication Networks,4,33
98770,ECE,ECE 444,IC Device Theory & Fabrication,4,33
16806,ECE,ECE 445,Senior Design Project Lab,4,33
73528,ECE,ECE 446,Principles of Experimental Research in EE,4,33
30118,ECE,ECE 447,Active Microwave Ckt Design,4,33
37428,ECE,ECE 448,Artificial Intelligence,4,33
96614,ECE,ECE 452,Electromagnetic Fields,4,33
42539,ECE,ECE 453,Wireless Communication Systems,4,33
32097,ECE,ECE 459,Communications Systems,4,33
82796,ECE,ECE 463,Digital Communications Lab,4,33
19594,ECE,ECE 464,Power Electronics,4,33
86911,ECE,ECE 465,Optical Communications Systems,4,33
89798,ECE,ECE 469,Power Electronics Laboratory,4,33
18387,ECE,ECE 470,Introduction to Robotics,3,33
97291,ECE,ECE 473,Fund of Engrg Acoustics,4,33
47111,ECE,ECE 476,Power System Analysis,4,33
97542,ECE,ECE 482,Digital IC Design,4,33
46544,ECE,ECE 486,Control Systems,4,33
24745,ECE,ECE 487,Intro Quantum Electr for EEs,3,33
51617,ECE,ECE 488,Compound Semicond & Devices,4,33
24740,ECE,ECE 491,Numerical Analysis,4,33
50682,ECE,ECE 492,Parallel Progrmg: Sci & Engrg,4,33
56603,ECE,ECE 493,Advanced Engineering Math,5,33
90239,ECE,ECE 496,Senior Research Project,5,33
81582,ECE,ECE 515,Control System Theory & Design,5,33
37851,ECE,ECE 517,Nonlinear & Adaptive Control,5,33
44840,ECE,ECE 518,Adv Semiconductor Nanotech,5,33
85427,ECE,ECE 524,Advanced Computer Security,5,33
29432,ECE,ECE 530,Large-Scale System Analysis,5,33
69109,ECE,ECE 534,Random Processes,5,33
20305,ECE,ECE 535,Theory of Semicond & Devices,5,33
87983,ECE,ECE 540,Computational Electromagnetics,5,33
15848,ECE,ECE 542,Fault-Tolerant Dig Syst Design,5,33
14941,ECE,ECE 544,Topics in Signal Processing,5,33
26440,ECE,ECE 551,Digital Signal Processing II,5,33
25887,ECE,ECE 562,Advanced Digital Communication,5,33
45485,ECE,ECE 563,Information Theory,5,33
78026,ECE,ECE 564,Modern Light Microscopy,5,33
84375,ECE,ECE 566,Computational Inference and Learning,5,33
90826,ECE,ECE 574,Nanophotonics,5,33
76713,ECE,ECE 584,Embedded System Verification,5,33
14567,ECE,ECE 304,Photonic Devices,3,29
77459,ECE,ECE 365,Data Science and Engineering,3,29
17545,ECE,ECE 374,Introduction to Algorithms & Models of Computation,4,29
58816,ECE,ECE 380,Biomedical Imaging,4,29
50092,ECE,ECE 402,Electronic Music Synthesis,4,29
89758,ECE,ECE 408,Applied Parallel Programming,4,29
68460,ECE,ECE 411,Computer Organization & Design,4,29
18704,ECE,ECE 414,Biomedical Instrumentation,4,29
29603,ECE,ECE 417,Multimedia Signal Processing,4,29
61918,ECE,ECE 420,Embedded DSP Laboratory,4,29
50002,ECE,ECE 422,Computer Security I,4,29
19053,ECE,ECE 428,Distributed Systems,4,29
75213,ECE,ECE 437,Sensors and Instrumentation,4,29
12247,ECE,ECE 438,Communication Networks,4,29
88674,ECE,ECE 444,IC Device Theory & Fabrication,4,29
34185,ECE,ECE 445,Senior Design Project Lab,4,29
44833,ECE,ECE 446,Principles of Experimental Research in EE,4,29
24197,ECE,ECE 447,Active Microwave Ckt Design,4,29
66143,ECE,ECE 448,Artificial Intelligence,4,29
73401,ECE,ECE 452,Electromagnetic Fields,4,29
85609,ECE,ECE 453,Wireless Communication Systems,4,29
71774,ECE,ECE 459,Communications Systems,4,29
26938,ECE,ECE 463,Digital Communications Lab,4,29
61445,ECE,ECE 464,Power Electronics,4,29
65532,ECE,ECE 465,Optical Communications Systems,4,29
28092,ECE,ECE 469,Power Electronics Laboratory,4,29
22243,ECE,ECE 470,Introduction to Robotics,3,29
33305,ECE,ECE 473,Fund of Engrg Acoustics,4,29
42027,ECE,ECE 476,Power System Analysis,4,29
63986,ECE,ECE 482,Digital IC Design,4,29
18905,ECE,ECE 486,Control Systems,4,29
38361,ECE,ECE 487,Intro Quantum Electr for EEs,3,29
27193,ECE,ECE 488,Compound Semicond & Devices,4,29
49076,ECE,ECE 491,Numerical Analysis,4,29
88658,ECE,ECE 492,Parallel Progrmg: Sci & Engrg,4,29
67416,ECE,ECE 493,Advanced Engineering Math,5,29
26672,ECE,ECE 496,Senior Research Project,5,29
24742,ECE,ECE 515,Control System Theory & Design,5,29
70103,ECE,ECE 517,Nonlinear & Adaptive Control,5,29
20700,ECE,ECE 518,Adv Semiconductor Nanotech,5,29
34099,ECE,ECE 524,Advanced Computer Security,5,29
22656,ECE,ECE 530,Large-Scale System Analysis,5,29
54835,ECE,ECE 534,Random Processes,5,29
56589,ECE,ECE 535,Theory of Semicond & Devices,5,29
70516,ECE,ECE 540,Computational Electromagnetics,5,29
56120,ECE,ECE 542,Fault-Tolerant Dig Syst Design,5,29
48084,ECE,ECE 544,Topics in Signal Processing,5,29
13770,ECE,ECE 551,Digital Signal Processing II,5,29
13895,ECE,ECE 562,Advanced Digital Communication,5,29
79998,ECE,ECE 563,Information Theory,5,29
41269,ECE,ECE 564,Modern Light Microscopy,5,29
97872,ECE,ECE 566,Computational Inference and Learning,5,29
31306,ECE,ECE 574,Nanophotonics,5,29
59199,ECE,ECE 584,Embedded System Verification,5,29
86164,ECE,ECE 304,Photonic Devices,3,30
83991,ECE,ECE 365,Data Science and Engineering,3,30
61770,ECE,ECE 374,Introduction to Algorithms & Models of Computation,4,30
30322,ECE,ECE 380,Biomedical Imaging,4,30
21145,ECE,ECE 402,Electronic Music Synthesis,4,30
13585,ECE,ECE 408,Applied Parallel Programming,4,30
17637,ECE,ECE 411,Computer Organization & Design,4,30
13925,ECE,ECE 414,Biomedical Instrumentation,4,30
52782,ECE,ECE 417,Multimedia Signal Processing,4,30
69038,ECE,ECE 420,Embedded DSP Laboratory,4,30
96616,ECE,ECE 422,Computer Security I,4,30
56513,ECE,ECE 428,Distributed Systems,4,30
56276,ECE,ECE 437,Sensors and Instrumentation,4,30
75296,ECE,ECE 438,Communication Networks,4,30
71879,ECE,ECE 444,IC Device Theory & Fabrication,4,30
32339,ECE,ECE 445,Senior Design Project Lab,4,30
14899,ECE,ECE 446,Principles of Experimental Research in EE,4,30
79328,ECE,ECE 447,Active Microwave Ckt Design,4,30
18242,ECE,ECE 448,Artificial Intelligence,4,30
25766,ECE,ECE 452,Electromagnetic Fields,4,30
48251,ECE,ECE 453,Wireless Communication Systems,4,30
84771,ECE,ECE 459,Communications Systems,4,30
79227,ECE,ECE 463,Digital Communications Lab,4,30
91909,ECE,ECE 464,Power Electronics,4,30
13794,ECE,ECE 465,Optical Communications Systems,4,30
64133,ECE,ECE 469,Power Electronics Laboratory,4,30
42172,ECE,ECE 470,Introduction to Robotics,3,30
14911,ECE,ECE 473,Fund of Engrg Acoustics,4,30
89351,ECE,ECE 476,Power System Analysis,4,30
22596,ECE,ECE 482,Digital IC Design,4,30
26228,ECE,ECE 486,Control Systems,4,30
14743,ECE,ECE 487,Intro Quantum Electr for EEs,3,30
29492,ECE,ECE 488,Compound Semicond & Devices,4,30
40720,ECE,ECE 491,Numerical Analysis,4,30
71620,ECE,ECE 492,Parallel Progrmg: Sci & Engrg,4,30
15510,ECE,ECE 493,Advanced Engineering Math,5,30
22398,ECE,ECE 496,Senior Research Project,5,30
33213,ECE,ECE 515,Control System Theory & Design,5,30
43266,ECE,ECE 517,Nonlinear & Adaptive Control,5,30
10930,ECE,ECE 518,Adv Semiconductor Nanotech,5,30
68407,ECE,ECE 524,Advanced Computer Security,5,30
72203,ECE,ECE 530,Large-Scale System Analysis,5,30
11323,ECE,ECE 534,Random Processes,5,30
46012,ECE,ECE 535,Theory of Semicond & Devices,5,30
96845,ECE,ECE 540,Computational Electromagnetics,5,30
43506,ECE,ECE 542,Fault-Tolerant Dig Syst Design,5,30
93705,ECE,ECE 544,Topics in Signal Processing,5,30
13126,ECE,ECE 551,Digital Signal Processing II,5,30
61741,ECE,ECE 562,Advanced Digital Communication,5,30
16389,ECE,ECE 563,Information Theory,5,30
60537,ECE,ECE 564,Modern Light Microscopy,5,30
53633,ECE,ECE 566,Computational Inference and Learning,5,30
75182,ECE,ECE 574,Nanophotonics,5,30
52928,ECE,ECE 584,Embedded System Verification,5,30
59729,ECE,ECE 304,Photonic Devices,3,26
39541,ECE,ECE 365,Data Science and Engineering,3,26
65941,ECE,ECE 374,Introduction to Algorithms & Models of Computation,4,26
85283,ECE,ECE 380,Biomedical Imaging,4,26
34142,ECE,ECE 402,Electronic Music Synthesis,4,26
42256,ECE,ECE 408,Applied Parallel Programming,4,26
79165,ECE,ECE 411,Computer Organization & Design,4,26
80815,ECE,ECE 414,Biomedical Instrumentation,4,26
13815,ECE,ECE 417,Multimedia Signal Processing,4,26
30354,ECE,ECE 420,Embedded DSP Laboratory,4,26
83353,ECE,ECE 422,Computer Security I,4,26
89181,ECE,ECE 428,Distributed Systems,4,26
35984,ECE,ECE 437,Sensors and Instrumentation,4,26
41177,ECE,ECE 438,Communication Networks,4,26
95997,ECE,ECE 444,IC Device Theory & Fabrication,4,26
23132,ECE,ECE 445,Senior Design Project Lab,4,26
45257,ECE,ECE 446,Principles of Experimental Research in EE,4,26
64628,ECE,ECE 447,Active Microwave Ckt Design,4,26
59041,ECE,ECE 448,Artificial Intelligence,4,26
32925,ECE,ECE 452,Electromagnetic Fields,4,26
91584,ECE,ECE 453,Wireless Communication Systems,4,26
77166,ECE,ECE 459,Communications Systems,4,26
90711,ECE,ECE 463,Digital Communications Lab,4,26
18595,ECE,ECE 464,Power Electronics,4,26
91074,ECE,ECE 465,Optical Communications Systems,4,26
59198,ECE,ECE 469,Power Electronics Laboratory,4,26
17740,ECE,ECE 470,Introduction to Robotics,3,26
43996,ECE,ECE 473,Fund of Engrg Acoustics,4,26
62325,ECE,ECE 476,Power System Analysis,4,26
48796,ECE,ECE 482,Digital IC Design,4,26
71310,ECE,ECE 486,Control Systems,4,26
80885,ECE,ECE 487,Intro Quantum Electr for EEs,3,26
14640,ECE,ECE 488,Compound Semicond & Devices,4,26
30165,ECE,ECE 491,Numerical Analysis,4,26
88460,ECE,ECE 492,Parallel Progrmg: Sci & Engrg,4,26
90380,ECE,ECE 493,Advanced Engineering Math,5,26
24450,ECE,ECE 496,Senior Research Project,5,26
32671,ECE,ECE 515,Control System Theory & Design,5,26
68075,ECE,ECE 517,Nonlinear & Adaptive Control,5,26
67585,ECE,ECE 518,Adv Semiconductor Nanotech,5,26
76800,ECE,ECE 524,Advanced Computer Security,5,26
76673,ECE,ECE 530,Large-Scale System Analysis,5,26
19940,ECE,ECE 534,Random Processes,5,26
49269,ECE,ECE 535,Theory of Semicond & Devices,5,26
41864,ECE,ECE 540,Computational Electromagnetics,5,26
28336,ECE,ECE 542,Fault-Tolerant Dig Syst Design,5,26
42039,ECE,ECE 544,Topics in Signal Processing,5,26
40329,ECE,ECE 551,Digital Signal Processing II,5,26
97154,ECE,ECE 562,Advanced Digital Communication,5,26
55251,ECE,ECE 563,Information Theory,5,26
30041,ECE,ECE 564,Modern Light Microscopy,5,26
25163,ECE,ECE 566,Computational Inference and Learning,5,26
78004,ECE,ECE 574,Nanophotonics,5,26
74563,ECE,ECE 584,Embedded System Verification,5,26
12676,ECE,ECE 304,Photonic Devices,3,25
58568,ECE,ECE 365,Data Science and Engineering,3,25
83109,ECE,ECE 374,Introduction to Algorithms & Models of Computation,4,25
29926,ECE,ECE 380,Biomedical Imaging,4,25
75863,ECE,ECE 402,Electronic Music Synthesis,4,25
84365,ECE,ECE 408,Applied Parallel Programming,4,25
95429,ECE,ECE 411,Computer Organization & Design,4,25
72548,ECE,ECE 414,Biomedical Instrumentation,4,25
12769,ECE,ECE 417,Multimedia Signal Processing,4,25
59631,ECE,ECE 420,Embedded DSP Laboratory,4,25
13607,ECE,ECE 422,Computer Security I,4,25
26786,ECE,ECE 428,Distributed Systems,4,25
53965,ECE,ECE 437,Sensors and Instrumentation,4,25
29928,ECE,ECE 438,Communication Networks,4,25
42206,ECE,ECE 444,IC Device Theory & Fabrication,4,25
63896,ECE,ECE 445,Senior Design Project Lab,4,25
95814,ECE,ECE 446,Principles of Experimental Research in EE,4,25
